yr,TRACT,wt_category,count
2017,12039,Class II Obese,1
2017,12041,Class I Obese,2
2017,12041,Normal,1
2017,12041,Overweight,2
2017,12042,Class I Obese,1
2017,12042,Overweight,2
2017,12043,Class II Obese,1
2017,12045,Class I Obese,1
2017,12045,Normal,1
2017,12045,Underweight,1
2017,12046,Class I Obese,1
2017,12046,Overweight,1
2017,12047,Class I Obese,1
2017,12047,Normal,1
2017,12047,Overweight,1
2017,12048,Normal,1
2017,12048,Overweight,1
2017,12049,Class I Obese,1
2017,12049,Normal,2
2017,12049,Overweight,2
2017,12050,Normal,2
2017,12050,Overweight,2
2017,12051,Normal,2
2017,12052,Class I Obese,1
2017,12053,Class I Obese,1
2017,12053,Normal,1
2017,12054,Class I Obese,1
2017,12054,Class II Obese,1
2017,12054,Normal,2
2017,12054,Overweight,1
2017,12055,Class III Obese,1
2017,12057,Class I Obese,1
2017,12057,Class III Obese,1
2017,12059,Normal,2
2017,12059,Underweight,1
2017,12060,Overweight,1
2017,12101,Normal,1
2017,12102,Overweight,1
2017,12103,Class II Obese,1
2017,12103,Normal,1
2017,12104,Overweight,1
2017,12201,Class I Obese,1
2017,12201,Class II Obese,1
2017,12201,Normal,2
2017,12202,Class I Obese,1
2017,12202,Normal,1
2017,12203,Class I Obese,3
2017,12203,Normal,6
2017,12203,Overweight,1
2017,12204,Normal,1
2017,12300,Class I Obese,1
2017,12300,Normal,1
2017,12401,Normal,1
2017,12501,Class I Obese,1
2017,12501,Class II Obese,2
2017,12501,Normal,1
2017,12505,Normal,6
2017,12505,Overweight,2
2017,12505,Underweight,1
2017,12507,Class II Obese,2
2017,12508,Class II Obese,1
2017,12508,Underweight,1
2017,12509,Normal,1
2017,12509,Underweight,1
2017,12510,Class I Obese,9
2017,12510,Class II Obese,1
2017,12510,Normal,11
2017,12510,Overweight,7
2017,12510,Underweight,2
2017,12511,Overweight,1
2017,12603,Class I Obese,1
2017,12603,Normal,2
2017,12603,Overweight,1
2017,12605,Normal,1
2017,12605,Overweight,1
2017,12607,Normal,1
2017,12608,Class I Obese,1
2017,12608,Normal,3
2017,12608,Overweight,1
2017,12701,Class I Obese,3
2017,12701,Class II Obese,1
2017,12701,Class III Obese,2
2017,12701,Normal,4
2017,12701,Overweight,4
2017,12705,Class I Obese,2
2017,12705,Normal,1
2017,12707,Class I Obese,6
2017,12707,Class III Obese,1
2017,12707,Normal,3
2017,12707,Overweight,3
2017,12707,Underweight,1
2017,12708,Class I Obese,1
2017,12708,Normal,2
2017,12708,Underweight,1
2017,12709,Class I Obese,1
2017,12710,Normal,8
2017,12710,Overweight,1
2017,12800,Class I Obese,2
2017,12800,Normal,4
2017,12800,Overweight,2
2017,12800,Underweight,1
2017,12903,Overweight,1
2017,12904,Class I Obese,1
2017,12904,Normal,2
2017,12904,Underweight,1
2017,12905,Class I Obese,1
2017,12905,Overweight,1
2017,12907,Overweight,1
2017,13003,Class I Obese,1
2017,13003,Normal,3
2017,13003,Overweight,1
2017,13005,Normal,1
2017,13006,Normal,1
2017,13201,Class III Obese,1
2017,13201,Normal,5
2017,13201,Overweight,5
2017,13201,Underweight,2
2017,13202,Class I Obese,8
2017,13202,Class II Obese,4
2017,13202,Class III Obese,1
2017,13202,Normal,10
2017,13202,Overweight,9
2017,13202,Underweight,2
2017,13205,Underweight,1
2017,13207,Class I Obese,1
2017,13207,Normal,1
2017,13208,Class I Obese,1
2017,13208,Normal,1
2017,13208,Underweight,1
2017,13210,Overweight,1
2017,13211,Class I Obese,2
2017,13211,Normal,3
2017,13211,Overweight,4
2017,13211,Underweight,1
2017,13212,Class I Obese,3
2017,13212,Normal,2
2017,13213,Class I Obese,2
2017,13213,Class II Obese,2
2017,13213,Normal,2
2017,13213,Overweight,1
2017,13306,Normal,1
2017,13401,Underweight,1
2017,13402,Normal,4
2017,13402,Overweight,1
2017,13503,Normal,1
2017,13507,Class I Obese,1
2017,13507,Overweight,1
2017,13508,Class I Obese,1
2017,13508,Normal,1
2017,13601,Class I Obese,3
2017,13601,Class II Obese,1
2017,13601,Class III Obese,1
2017,13601,Normal,7
2017,13601,Overweight,2
2017,13601,Underweight,3
2017,13602,Class I Obese,1
2017,13701,Class I Obese,7
2017,13701,Class II Obese,4
2017,13701,Class III Obese,1
2017,13701,Normal,12
2017,13701,Overweight,4
2017,13701,Underweight,2
2017,13702,Class I Obese,5
2017,13702,Class II Obese,2
2017,13702,Class III Obese,1
2017,13702,Normal,5
2017,13702,Overweight,4
2017,13901,Class I Obese,10
2017,13901,Class II Obese,3
2017,13901,Normal,14
2017,13901,Overweight,9
2017,13901,Underweight,1
2017,13904,Normal,1
2017,13905,Normal,1
2017,13907,Class I Obese,1
2017,13907,Normal,1
2017,13907,Overweight,2
2017,13908,Class I Obese,5
2017,13908,Normal,1
2017,13908,Overweight,3
2017,13910,Normal,2
2017,13911,Class I Obese,7
2017,13911,Class II Obese,2
2017,13911,Class III Obese,1
2017,13911,Normal,2
2017,14001,Class I Obese,12
2017,14001,Class III Obese,1
2017,14001,Normal,4
2017,14001,Overweight,2
2017,14001,Underweight,1
2017,14006,Class I Obese,1
2017,14006,Class II Obese,1
2017,14006,Normal,1
2017,14007,Class I Obese,1
2017,14007,Normal,4
2017,14007,Overweight,4
2017,14007,Underweight,2
2017,14008,Class I Obese,1
2017,14008,Overweight,2
2017,14009,Normal,1
2017,14009,Overweight,1
2017,14010,Normal,2
2017,14010,Overweight,1
2017,14011,Class I Obese,5
2017,14011,Class III Obese,1
2017,14011,Normal,10
2017,14011,Overweight,7
2017,14011,Underweight,3
2017,14012,Class I Obese,13
2017,14012,Class II Obese,4
2017,14012,Class III Obese,1
2017,14012,Normal,14
2017,14012,Overweight,8
2017,14012,Underweight,2
2017,14013,Class I Obese,5
2017,14013,Class II Obese,3
2017,14013,Class III Obese,1
2017,14013,Normal,5
2017,14013,Overweight,5
2017,14013,Underweight,1
2017,14107,Class I Obese,1
2017,14107,Class III Obese,1
2017,14107,Normal,1
2017,14107,Overweight,1
2017,14107,Underweight,1
2017,14108,Overweight,2
2017,14109,Class I Obese,1
2017,14109,Overweight,1
2017,14110,Class I Obese,1
2017,14110,Normal,3
2017,14110,Overweight,1
2017,14110,Underweight,1
2017,14112,Overweight,1
2017,14113,Normal,1
2017,14114,Class I Obese,1
2017,14114,Class II Obese,1
2017,14114,Class III Obese,1
2017,14114,Normal,4
2017,14114,Overweight,2
2017,14115,Class I Obese,1
2017,14115,Normal,1
2017,14115,Overweight,1
2017,14116,Class I Obese,2
2017,14116,Normal,2
2017,14116,Overweight,2
2017,14122,Class I Obese,6
2017,14122,Normal,2
2017,14122,Overweight,2
2017,14123,Normal,2
2017,14125,Class I Obese,3
2017,14125,Class II Obese,1
2017,14125,Normal,2
2017,14125,Overweight,2
2017,14126,Normal,1
2017,14127,Normal,1
2017,14128,Overweight,1
2017,14129,Normal,2
2017,14130,Class I Obese,1
2017,14130,Overweight,2
2017,14131,Class I Obese,1
2017,14131,Class II Obese,2
2017,14131,Normal,8
2017,14131,Overweight,4
2017,14131,Underweight,2
2017,14132,Class I Obese,1
2017,14132,Class II Obese,1
2017,14132,Normal,1
2017,14133,Class I Obese,4
2017,14135,Class I Obese,4
2017,14135,Normal,1
2017,14135,Overweight,2
2017,14136,Overweight,1
2017,14137,Overweight,1
2017,14139,Class I Obese,2
2017,14139,Class III Obese,1
2017,14139,Normal,1
2017,14140,Class I Obese,3
2017,14140,Overweight,1
2017,14140,Underweight,1
2017,14202,Normal,1
2017,14204,Class I Obese,2
2017,14204,Normal,4
2017,14204,Overweight,2
2017,14403,Class I Obese,5
2017,14403,Class II Obese,1
2017,14403,Normal,4
2017,14403,Overweight,5
2017,14403,Underweight,2
2017,14405,Class I Obese,2
2017,14405,Normal,3
2017,14405,Overweight,4
2017,14406,Class I Obese,4
2017,14406,Class III Obese,1
2017,14406,Normal,5
2017,14406,Overweight,5
2017,14406,Underweight,1
2017,14503,Class I Obese,3
2017,14503,Normal,3
2017,14503,Overweight,1
2017,14504,Class II Obese,1
2017,14505,Class I Obese,1
2017,14505,Overweight,2
2017,14505,Underweight,1
2017,14506,Class I Obese,4
2017,14506,Class II Obese,3
2017,14506,Normal,2
2017,14506,Overweight,3
2017,14506,Underweight,1
2017,14602,Class II Obese,4
2017,14602,Normal,8
2017,14602,Overweight,3
2017,14603,Normal,1
2017,14604,Class I Obese,2
2017,14604,Class II Obese,1
2017,14604,Normal,2
2017,14604,Overweight,5
2017,14604,Underweight,1
2017,15000,Class I Obese,2
2017,15000,Class II Obese,1
2017,15000,Class III Obese,1
2017,15000,Normal,8
2017,15000,Overweight,2
2017,15100,Class III Obese,1
2017,15100,Normal,1
2017,15100,Overweight,2
2017,15300,Normal,1
2017,15300,Overweight,1
2017,15400,Normal,3
2017,15400,Overweight,1
2017,15500,Normal,2
2017,15600,Class I Obese,2
2017,15600,Normal,2
2017,15700,Normal,2
2017,15700,Overweight,3
2017,15800,Class I Obese,1
2017,15900,Class I Obese,5
2017,15900,Class III Obese,1
2017,15900,Normal,2
2017,15900,Overweight,3
2017,30000,Normal,1
2017,30200,Class I Obese,1
2017,30200,Normal,1
2017,30200,Underweight,1
2017,30400,Class I Obese,1
2017,30400,Normal,1
2017,30500,Class I Obese,2
2017,30500,Overweight,1
2017,30600,Class I Obese,2
2017,30600,Overweight,2
2017,30600,Underweight,1
2017,30700,Normal,1
2017,30700,Overweight,1
2017,30800,Class I Obese,2
2017,30800,Normal,1
2017,30900,Normal,2
2017,30900,Overweight,2
2017,31000,Class I Obese,1
2017,31000,Normal,1
2017,31100,Class I Obese,5
2017,31100,Normal,6
2017,31100,Overweight,4
2017,31100,Underweight,1
2017,31200,Class I Obese,2
2017,31200,Class II Obese,2
2017,31200,Normal,1
2017,31200,Overweight,1
2017,31300,Class II Obese,2
2017,31300,Class III Obese,1
2017,31300,Normal,3
2017,31300,Overweight,2
2017,31400,Class I Obese,2
2017,31400,Normal,2
2017,31400,Overweight,3
2017,60000,Class I Obese,2
2017,60000,Class II Obese,1
2017,60000,Normal,3
2017,60000,Overweight,4
2017,60000,Underweight,2
2017,60100,Class I Obese,5
2017,60100,Class III Obese,1
2017,60100,Normal,2
2017,60100,Overweight,1
2017,60100,Underweight,1
2017,60200,Class I Obese,1
2017,60200,Normal,2
2017,60200,Overweight,3
2017,60300,Normal,1
2017,60300,Overweight,1
2017,60400,Class II Obese,1
2017,60400,Normal,1
2017,60400,Overweight,1
2017,60500,Class I Obese,7
2017,60500,Class II Obese,2
2017,60500,Normal,16
2017,60500,Overweight,5
2017,60500,Underweight,3
2017,60600,Class I Obese,11
2017,60600,Class II Obese,1
2017,60600,Class III Obese,1
2017,60600,Normal,13
2017,60600,Overweight,6
2017,60700,Normal,2
2017,60700,Overweight,2
2017,60800,Class I Obese,5
2017,60800,Class III Obese,2
2017,60800,Normal,3
2017,60800,Overweight,3
2017,60800,Underweight,2
2017,60900,Class I Obese,2
2017,60900,Normal,2
2017,61200,Normal,1
2017,61300,Class I Obese,1
2017,61300,Normal,1
2017,61400,Class I Obese,1
2017,61400,Normal,3
2017,80000,Normal,1
2017,80000,Overweight,3
2017,80100,Class I Obese,1
2017,80100,Normal,4
2017,80100,Overweight,1
2017,80200,Class I Obese,3
2017,80200,Class III Obese,1
2017,80200,Normal,3
2017,80200,Overweight,1
2017,80200,Underweight,1
2017,80300,Class I Obese,1
2017,80300,Class II Obese,1
2017,80300,Normal,4
2017,80300,Overweight,3
2017,80300,Underweight,1
2017,80400,Class I Obese,2
2017,80400,Normal,7
2017,80400,Overweight,3
2017,80500,Class I Obese,2
2017,80500,Overweight,1
2017,80600,Class II Obese,1
2017,80600,Normal,1
2017,80600,Overweight,1
2017,80600,Underweight,1
2017,80700,Class I Obese,2
2017,80700,Overweight,1
2017,80800,Class I Obese,1
2017,80800,Normal,1
2017,80900,Class I Obese,3
2017,80900,Normal,3
2017,80900,Overweight,1
2017,81000,Class I Obese,2
2017,81000,Class II Obese,2
2017,81000,Normal,4
2017,81100,Normal,4
2017,81200,Class I Obese,1
2017,81200,Overweight,1
2017,81300,Class III Obese,1
2017,81300,Normal,2
2017,81400,Class I Obese,2
2017,81400,Normal,5
2017,81400,Overweight,1
2017,81400,Underweight,1
2017,81500,Class II Obese,1
2017,81500,Normal,1
2017,81600,Class I Obese,1
2017,81600,Normal,2
2017,81600,Overweight,2
2017,81600,Underweight,1
2017,81700,Class I Obese,1
2017,81700,Normal,2
2017,81700,Overweight,1
2017,81700,Underweight,2
2017,81800,Overweight,1
2017,81900,Class II Obese,1
2017,81900,Overweight,3
2017,82000,Class I Obese,2
2017,82000,Normal,1
2017,82000,Overweight,2
2017,82000,Underweight,1
2017,82100,Class I Obese,1
2017,82100,Class II Obese,1
2017,82100,Normal,2
2017,82100,Overweight,2
2017,82200,Normal,1
2017,82300,Class I Obese,1
2017,82300,Class II Obese,1
2017,82400,Class II Obese,1
2017,82400,Normal,2
2017,82400,Overweight,1
2017,82500,Class I Obese,1
2017,82500,Normal,1
2017,82500,Overweight,1
2017,82600,Class I Obese,2
2017,82600,Normal,2
2017,82600,Overweight,1
2017,82700,Class III Obese,1
2017,83000,Class I Obese,3
2017,83000,Normal,5
2017,83000,Overweight,4
2017,83000,Underweight,1
2017,83100,Normal,5
2017,83100,Overweight,1
2017,83200,Class I Obese,6
2017,83200,Class II Obese,1
2017,83200,Normal,2
2017,83200,Overweight,3
2017,83300,Class I Obese,1
2017,83300,Overweight,1
2017,83300,Underweight,1
2017,83400,Normal,3
2017,83400,Overweight,2
2017,83500,Class III Obese,1
2017,83500,Overweight,1
2017,83600,Class I Obese,2
2017,83600,Normal,1
2017,83600,Overweight,1
2017,83700,Class I Obese,7
2017,83700,Class II Obese,1
2017,83700,Normal,5
2017,83700,Overweight,2
2017,83700,Underweight,2
2017,83800,Normal,1
2017,83800,Overweight,1
2017,83900,Class II Obese,1
2017,83900,Overweight,1
2017,84000,Normal,1
2017,84200,Class II Obese,1
2017,84200,Normal,1
2017,84200,Overweight,2
2017,84400,Normal,1
2017,84500,Class I Obese,1
2017,84600,Class I Obese,4
2017,84600,Normal,1
2017,84700,Normal,2
2017,84700,Overweight,1
2017,84800,Overweight,1
2017,84900,Class I Obese,2
2017,84900,Normal,1
2017,84900,Overweight,1
2017,85000,Class II Obese,1
2017,85000,Class III Obese,1
2017,85000,Normal,4
2017,85000,Overweight,1
2017,85100,Class I Obese,1
2017,85100,Class III Obese,1
2017,85100,Normal,1
2017,85100,Overweight,2
2017,85100,Underweight,1
2017,85200,Class I Obese,2
2017,85200,Normal,3
2017,85300,Class I Obese,1
2017,85300,Normal,2
2017,85400,Overweight,1
2017,85500,Class I Obese,1
2017,85500,Class III Obese,1
2017,85500,Normal,3
2017,85600,Class I Obese,1
2017,85700,Overweight,2
2017,85800,Class I Obese,2
2017,85800,Normal,2
2017,85900,Class I Obese,2
2017,85900,Class III Obese,1
2017,85900,Normal,5
2017,85900,Overweight,1
2017,86000,Normal,1
2017,86000,Overweight,1
2017,86100,Class II Obese,1
2017,86100,Overweight,2
2017,86200,Normal,2
2017,86200,Underweight,1
2017,86300,Class I Obese,2
2017,86300,Normal,2
2017,86400,Class I Obese,1
2017,86400,Normal,3
2017,86400,Overweight,7
2017,86500,Class I Obese,1
2017,86500,Normal,3
2017,86600,Class I Obese,2
2017,86700,Normal,1
2017,86700,Overweight,1
2017,86800,Normal,2
2017,86900,Class I Obese,2
2017,86900,Class II Obese,1
2017,86900,Normal,2
2017,86900,Overweight,1
2017,87000,Class I Obese,1
2017,87000,Normal,1
2017,87000,Overweight,1
2017,87100,Class III Obese,2
2017,87100,Overweight,2
2017,87200,Class I Obese,3
2017,87200,Class II Obese,1
2017,87200,Normal,2
2017,87200,Overweight,2
2017,87200,Underweight,1
2017,87300,Class I Obese,1
2017,87300,Normal,4
2017,87300,Overweight,1
2017,961204,Class I Obese,3
2017,961204,Class II Obese,1
2017,961204,Normal,6
2017,961204,Overweight,3
2017,961206,Normal,1
2017,980000,Class I Obese,7
2017,980000,Class II Obese,3
2017,980000,Normal,11
2017,980000,Overweight,6
2017,980000,Underweight,2
2017,980100,Class I Obese,1
2017,980100,Normal,3
2017,980100,Overweight,2
2017,988700,Class I Obese,7
2017,988700,Class II Obese,1
2017,988700,Class III Obese,1
2017,988700,Normal,11
2017,988700,Underweight,3
2017,NA,Normal,15
2017,NA,Underweight,13
2018,102,Overweight,3
2018,201,Class I Obese,1
2018,201,Normal,3
2018,201,Overweight,1
2018,201,Underweight,1
2018,202,Class II Obese,1
2018,202,Overweight,1
2018,301,Class I Obese,3
2018,301,Normal,1
2018,301,Overweight,3
2018,302,Overweight,1
2018,303,Class I Obese,2
2018,303,Class II Obese,1
2018,303,Overweight,1
2018,401,Class I Obese,1
2018,401,Normal,1
2018,402,Class I Obese,1
2018,402,Normal,1
2018,501,Class I Obese,1
2018,502,Class I Obese,1
2018,502,Normal,1
2018,502,Overweight,3
2018,600,Class I Obese,1
2018,600,Overweight,2
2018,702,Class I Obese,2
2018,702,Overweight,3
2018,800,Class I Obese,2
2018,902,Class I Obese,1
2018,902,Overweight,2
2018,903,Overweight,3
2018,904,Class I Obese,1
2018,904,Normal,1
2018,905,Class I Obese,2
2018,905,Normal,1
2018,905,Overweight,1
2018,1000,Overweight,3
2018,1101,Class I Obese,1
2018,1101,Normal,1
2018,1101,Overweight,2
2018,1102,Class III Obese,1
2018,1102,Normal,2
2018,1102,Overweight,1
2018,1301,Class I Obese,4
2018,1301,Overweight,1
2018,1302,Class II Obese,2
2018,1302,Normal,3
2018,1401,Class I Obese,1
2018,1401,Normal,1
2018,1401,Overweight,2
2018,1402,Class I Obese,1
2018,1402,Class III Obese,1
2018,1402,Normal,1
2018,1403,Class I Obese,1
2018,1403,Normal,3
2018,1403,Overweight,3
2018,1500,Class I Obese,5
2018,1500,Normal,5
2018,1500,Overweight,1
2018,1600,Class I Obese,1
2018,1600,Class II Obese,1
2018,1600,Normal,3
2018,1600,Overweight,1
2018,1701,Class I Obese,1
2018,1701,Class II Obese,1
2018,1702,Class I Obese,2
2018,1702,Overweight,1
2018,1800,Class I Obese,1
2018,1800,Overweight,1
2018,1901,Class I Obese,2
2018,1901,Normal,4
2018,1901,Overweight,2
2018,1902,Class I Obese,3
2018,1902,Normal,2
2018,1902,Overweight,7
2018,1906,Class I Obese,1
2018,1906,Class III Obese,1
2018,1906,Normal,1
2018,1906,Overweight,6
2018,1907,Class I Obese,2
2018,1907,Class II Obese,3
2018,1907,Normal,3
2018,1907,Overweight,3
2018,1908,Class I Obese,2
2018,1908,Class III Obese,1
2018,1908,Normal,2
2018,2000,Class II Obese,1
2018,2000,Normal,1
2018,2000,Overweight,2
2018,2005,Class I Obese,1
2018,2005,Class III Obese,1
2018,2005,Normal,1
2018,2006,Normal,1
2018,2007,Class II Obese,1
2018,2007,Class III Obese,1
2018,2007,Normal,3
2018,2007,Overweight,1
2018,2008,Class III Obese,1
2018,2009,Class I Obese,6
2018,2009,Class II Obese,1
2018,2009,Class III Obese,2
2018,2009,Normal,1
2018,2009,Overweight,4
2018,2009,Underweight,1
2018,2010,Class I Obese,6
2018,2010,Class II Obese,3
2018,2010,Class III Obese,1
2018,2010,Normal,3
2018,2010,Overweight,6
2018,2011,Normal,1
2018,2017,Class I Obese,3
2018,2100,Class I Obese,3
2018,2100,Normal,1
2018,2100,Overweight,1
2018,2103,Class I Obese,9
2018,2103,Class II Obese,1
2018,2103,Class III Obese,3
2018,2103,Normal,1
2018,2103,Overweight,6
2018,2300,Class I Obese,1
2018,2300,Overweight,1
2018,2403,Class I Obese,1
2018,2403,Normal,1
2018,2403,Overweight,1
2018,2502,Class III Obese,1
2018,2601,Normal,1
2018,2601,Overweight,1
2018,2602,Class I Obese,1
2018,2602,Class III Obese,1
2018,2602,Overweight,1
2018,2701,Class I Obese,1
2018,2701,Overweight,1
2018,2702,Normal,3
2018,2702,Overweight,1
2018,2801,Class I Obese,1
2018,2801,Normal,1
2018,2802,Normal,1
2018,2802,Overweight,1
2018,2901,Class I Obese,1
2018,2901,Normal,3
2018,2901,Overweight,1
2018,2902,Class I Obese,2
2018,2902,Class II Obese,1
2018,2902,Normal,1
2018,3001,Class I Obese,1
2018,3001,Overweight,1
2018,3003,Class II Obese,1
2018,3004,Class I Obese,2
2018,3101,Overweight,1
2018,3102,Class I Obese,2
2018,3201,Class I Obese,3
2018,3201,Class III Obese,1
2018,3201,Overweight,1
2018,3202,Class I Obese,1
2018,3202,Normal,1
2018,3203,Class I Obese,1
2018,3203,Class II Obese,1
2018,3203,Normal,1
2018,3203,Overweight,2
2018,3300,Normal,3
2018,3401,Class I Obese,3
2018,3401,Overweight,1
2018,3402,Class I Obese,2
2018,3402,Class II Obese,1
2018,3402,Normal,1
2018,3402,Overweight,2
2018,3500,Class I Obese,3
2018,3500,Class II Obese,1
2018,3500,Class III Obese,1
2018,3500,Overweight,7
2018,3601,Class I Obese,3
2018,3601,Normal,1
2018,3601,Overweight,3
2018,3602,Class I Obese,1
2018,3602,Normal,2
2018,3602,Overweight,3
2018,3603,Class I Obese,2
2018,3603,Class II Obese,1
2018,3603,Normal,3
2018,3603,Overweight,3
2018,3701,Class I Obese,2
2018,3701,Normal,2
2018,3701,Overweight,2
2018,3702,Class II Obese,1
2018,3702,Overweight,1
2018,3703,Normal,2
2018,3800,Class I Obese,3
2018,3800,Normal,2
2018,3800,Overweight,3
2018,3901,Class I Obese,2
2018,3901,Class II Obese,1
2018,3901,Normal,1
2018,3901,Overweight,1
2018,3902,Class I Obese,1
2018,3902,Class II Obese,1
2018,3902,Normal,1
2018,3902,Overweight,3
2018,4002,Normal,3
2018,4002,Overweight,1
2018,4003,Class I Obese,1
2018,4003,Class III Obese,1
2018,4003,Normal,1
2018,4004,Class I Obese,1
2018,4004,Normal,2
2018,4004,Overweight,2
2018,4005,Class II Obese,1
2018,4005,Class III Obese,1
2018,4005,Normal,1
2018,4006,Class I Obese,2
2018,4006,Class III Obese,1
2018,4101,Class I Obese,3
2018,4101,Class II Obese,1
2018,4101,Normal,1
2018,4101,Overweight,1
2018,4102,Class I Obese,2
2018,4102,Overweight,2
2018,4103,Class I Obese,1
2018,4103,Normal,2
2018,4103,Overweight,3
2018,4104,Class I Obese,1
2018,4104,Normal,2
2018,4104,Overweight,1
2018,4106,Class I Obese,13
2018,4106,Class II Obese,1
2018,4106,Normal,4
2018,4106,Overweight,5
2018,4106,Underweight,1
2018,4107,Class I Obese,5
2018,4107,Class III Obese,1
2018,4107,Normal,2
2018,4107,Overweight,3
2018,4201,Class I Obese,2
2018,4201,Normal,2
2018,4201,Overweight,3
2018,4202,Class I Obese,1
2018,4202,Class II Obese,1
2018,4202,Overweight,2
2018,4301,Class II Obese,2
2018,4301,Normal,2
2018,4302,Overweight,2
2018,4303,Class I Obese,2
2018,4303,Class III Obese,1
2018,4303,Normal,4
2018,4303,Overweight,2
2018,4304,Class I Obese,2
2018,4304,Class III Obese,1
2018,4304,Normal,1
2018,4304,Overweight,2
2018,4306,Class I Obese,2
2018,4306,Class II Obese,1
2018,4306,Overweight,3
2018,4306,Underweight,1
2018,4403,Class I Obese,1
2018,4403,Overweight,1
2018,4404,Class I Obese,1
2018,4404,Class II Obese,1
2018,4404,Normal,1
2018,4404,Overweight,3
2018,4405,Class I Obese,8
2018,4405,Class II Obese,1
2018,4405,Class III Obese,2
2018,4405,Normal,8
2018,4405,Overweight,6
2018,4503,Class I Obese,1
2018,4503,Normal,2
2018,4504,Class I Obese,1
2018,4504,Normal,1
2018,4505,Class I Obese,1
2018,4506,Overweight,1
2018,4601,Class I Obese,2
2018,4601,Normal,1
2018,4602,Class I Obese,1
2018,4602,Class II Obese,1
2018,4602,Normal,1
2018,4602,Overweight,2
2018,4700,Class I Obese,1
2018,4700,Class II Obese,1
2018,4700,Normal,2
2018,4700,Overweight,1
2018,4700,Underweight,1
2018,4801,Overweight,1
2018,4801,Underweight,1
2018,4952,Normal,1
2018,4952,Overweight,1
2018,5001,Class I Obese,2
2018,5001,Class II Obese,1
2018,5001,Normal,2
2018,5001,Overweight,1
2018,5002,Class I Obese,2
2018,5002,Class II Obese,1
2018,5002,Normal,2
2018,5002,Overweight,3
2018,5102,Class I Obese,2
2018,5102,Normal,2
2018,5102,Overweight,1
2018,5102,Underweight,1
2018,5104,Class I Obese,1
2018,5104,Overweight,1
2018,5200,Class I Obese,3
2018,5200,Class III Obese,1
2018,5300,Class I Obese,2
2018,5502,Class I Obese,6
2018,5502,Class II Obese,2
2018,5502,Class III Obese,1
2018,5502,Normal,2
2018,5503,Class I Obese,1
2018,5503,Overweight,1
2018,5551,Class I Obese,3
2018,5551,Class II Obese,3
2018,5551,Normal,2
2018,5551,Overweight,2
2018,5552,Class I Obese,2
2018,5552,Normal,1
2018,5553,Class I Obese,1
2018,5553,Class II Obese,1
2018,5553,Normal,1
2018,5553,Overweight,1
2018,5611,Class I Obese,3
2018,5611,Class II Obese,1
2018,5611,Class III Obese,2
2018,5611,Normal,1
2018,5611,Overweight,3
2018,5612,Class I Obese,7
2018,5612,Overweight,1
2018,5614,Class I Obese,1
2018,5614,Overweight,2
2018,5619,Class I Obese,7
2018,5619,Normal,4
2018,5619,Overweight,3
2018,5620,Normal,1
2018,5621,Overweight,3
2018,5622,Class II Obese,1
2018,5622,Class III Obese,1
2018,5622,Normal,4
2018,5623,Class I Obese,1
2018,5623,Class III Obese,1
2018,5623,Overweight,1
2018,5624,Class I Obese,1
2018,5624,Normal,1
2018,5625,Normal,1
2018,5626,Class II Obese,1
2018,5626,Normal,1
2018,5627,Class I Obese,5
2018,5627,Class II Obese,2
2018,5627,Normal,1
2018,5627,Overweight,1
2018,5627,Underweight,1
2018,5628,Class I Obese,4
2018,5628,Normal,2
2018,5628,Overweight,1
2018,5629,Class I Obese,4
2018,5629,Class II Obese,1
2018,5629,Normal,1
2018,5629,Overweight,3
2018,5630,Normal,1
2018,5631,Class I Obese,1
2018,5631,Normal,2
2018,5632,Class I Obese,2
2018,5632,Class II Obese,1
2018,5632,Normal,1
2018,5633,Normal,1
2018,5633,Overweight,2
2018,5634,Class II Obese,1
2018,5634,Normal,2
2018,5634,Overweight,3
2018,5635,Class I Obese,5
2018,5635,Class II Obese,1
2018,5635,Normal,1
2018,5635,Overweight,3
2018,5636,Class I Obese,6
2018,5636,Normal,1
2018,5636,Overweight,5
2018,5700,Class I Obese,3
2018,5800,Normal,1
2018,5951,Class I Obese,1
2018,5951,Class II Obese,3
2018,5951,Normal,1
2018,5952,Overweight,2
2018,6000,Class II Obese,3
2018,6000,Overweight,2
2018,6100,Normal,1
2018,6100,Overweight,2
2018,6200,Class I Obese,1
2018,6200,Overweight,2
2018,6300,Class I Obese,1
2018,6300,Overweight,1
2018,6400,Class I Obese,1
2018,6400,Class II Obese,1
2018,6400,Class III Obese,2
2018,6400,Normal,1
2018,6400,Overweight,1
2018,6501,Class I Obese,1
2018,6501,Class II Obese,1
2018,6501,Overweight,1
2018,6502,Class III Obese,1
2018,6601,Class II Obese,3
2018,6601,Normal,1
2018,6601,Overweight,2
2018,6603,Class II Obese,1
2018,6603,Overweight,3
2018,6604,Class I Obese,4
2018,6604,Overweight,1
2018,6701,Class I Obese,1
2018,6701,Class II Obese,1
2018,6701,Normal,2
2018,6701,Overweight,1
2018,6704,Class I Obese,9
2018,6704,Class II Obese,3
2018,6704,Normal,4
2018,6704,Overweight,7
2018,6704,Underweight,1
2018,6705,Class I Obese,5
2018,6705,Class II Obese,2
2018,6705,Normal,3
2018,6705,Overweight,2
2018,6706,Class I Obese,4
2018,6706,Normal,2
2018,6706,Overweight,2
2018,6707,Class I Obese,1
2018,6707,Class III Obese,2
2018,6707,Normal,2
